""	"Datetime"	"CH4_g_d"	"Temperature_C"	"Pigs_Number"	"Pigs_Mass"	"Slurry_Mass"	"Feed_Rate"	"Batch_Rate"	"Section_Rate"	"Section"	"Batch"	"Section_C"	"Section_d"	"Comments"
"20337"	2022-04-27 20:00:00	NA	16.55677734375	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26690"	2022-04-27 20:00:00	NA	17.24318359375	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20338"	2022-04-27 21:00:00	NA	13.9589203559028	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26691"	2022-04-27 21:00:00	NA	14.6514952895221	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20339"	2022-04-27 22:00:00	NA	13.6681510416667	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26692"	2022-04-27 22:00:00	NA	14.3331070963542	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20340"	2022-04-27 23:00:00	NA	13.6991346571181	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26693"	2022-04-27 23:00:00	NA	14.3474072265625	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20341"	2022-04-28	NA	13.7301182725695	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26694"	2022-04-28	NA	14.3807741970486	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20342"	2022-04-28 01:00:00	NA	13.7563351779514	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26695"	2022-04-28 01:00:00	NA	14.3998410373264	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20343"	2022-04-28 02:00:00	NA	13.7897021484375	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26696"	2022-04-28 02:00:00	NA	14.4332080078125	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20344"	2022-04-28 03:00:00	NA	13.8183024088542	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26697"	2022-04-28 03:00:00	NA	14.4475081380208	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20345"	2022-04-28 04:00:00	NA	13.8445193142361	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26698"	2022-04-28 04:00:00	NA	14.4665749782986	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20346"	2022-04-28 05:00:00	NA	13.8564360894097	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26699"	2022-04-28 05:00:00	NA	14.49755859375	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20347"	2022-04-28 06:00:00	NA	13.8826529947917	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26700"	2022-04-28 06:00:00	NA	14.5047086588542	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20348"	2022-04-28 07:00:00	NA	13.896953125	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26701"	2022-04-28 07:00:00	NA	14.5356922743056	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20349"	2022-04-28 08:00:00	NA	13.9279367404514	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26702"	2022-04-28 08:00:00	NA	14.5428423394097	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20350"	2022-04-28 09:00:00	NA	13.9279367404514	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26703"	2022-04-28 09:00:00	NA	14.5476090494792	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20351"	2022-04-28 10:00:00	NA	13.9517702907986	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26704"	2022-04-28 10:00:00	NA	14.5547591145833	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20352"	2022-04-28 11:00:00	NA	13.9970540364583	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26705"	2022-04-28 11:00:00	NA	14.5595258246528	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20353"	2022-04-28 12:00:00	NA	14.0208875868056	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26706"	2022-04-28 12:00:00	NA	14.583359375	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20354"	2022-04-28 13:00:00	NA	14.0542545572917	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26707"	2022-04-28 13:00:00	NA	14.6071929253472	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20355"	2022-04-28 14:00:00	NA	14.1043050130208	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26708"	2022-04-28 14:00:00	NA	14.6238764105903	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20356"	2022-04-28 15:00:00	NA	14.1472054036458	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26709"	2022-04-28 15:00:00	NA	14.6310264756944	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20357"	2022-04-28 16:00:00	NA	14.1805723741319	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26710"	2022-04-28 16:00:00	NA	14.6381765407986	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20358"	2022-04-28 17:00:00	NA	14.2163226996528	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26711"	2022-04-28 17:00:00	NA	14.6524766710069	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20359"	2022-04-28 18:00:00	NA	14.2425396050347	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26712"	2022-04-28 18:00:00	NA	14.6429432508681	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20360"	2022-04-28 19:00:00	NA	14.2735232204861	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26713"	2022-04-28 19:00:00	NA	14.66916015625	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20361"	2022-04-28 20:00:00	NA	14.3116569010417	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26714"	2022-04-28 20:00:00	NA	14.66916015625	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20362"	2022-04-28 21:00:00	NA	14.3235736762153	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26715"	2022-04-28 21:00:00	NA	14.6929937065972	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20363"	2022-04-28 22:00:00	NA	14.3331070963542	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26716"	2022-04-28 22:00:00	NA	14.7096771918403	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20364"	2022-04-28 23:00:00	NA	14.3497905815972	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26717"	2022-04-28 23:00:00	NA	14.7239773220486	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20365"	2022-04-29	NA	14.3617073567708	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26718"	2022-04-29	NA	14.7358940972222	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20366"	2022-04-29 01:00:00	NA	14.3760074869792	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26719"	2022-04-29 01:00:00	NA	14.7478108723958	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20367"	2022-04-29 02:00:00	NA	14.3998410373264	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26720"	2022-04-29 02:00:00	NA	14.7621110026042	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20368"	2022-04-29 03:00:00	NA	14.3926909722222	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26721"	2022-04-29 03:00:00	NA	14.7835611979167	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20369"	2022-04-29 04:00:00	NA	14.3998410373264	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26722"	2022-04-29 04:00:00	NA	14.7883279079861	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20370"	2022-04-29 05:00:00	NA	14.3998410373264	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26723"	2022-04-29 05:00:00	NA	14.8002446831597	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20371"	2022-04-29 06:00:00	NA	14.4212912326389	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26724"	2022-04-29 06:00:00	NA	14.797861328125	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20372"	2022-04-29 07:00:00	NA	14.4189078776042	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26725"	2022-04-29 07:00:00	NA	14.8145448133681	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20373"	2022-04-29 08:00:00	NA	14.4212912326389	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26726"	2022-04-29 08:00:00	NA	14.8121614583333	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20374"	2022-04-29 09:00:00	NA	14.4260579427083	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26727"	2022-04-29 09:00:00	NA	14.8169281684028	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20375"	2022-04-29 10:00:00	NA	14.4451247829861	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26728"	2022-04-29 10:00:00	NA	14.8169281684028	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20376"	2022-04-29 11:00:00	NA	14.4618082682292	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26729"	2022-04-29 11:00:00	NA	14.824078233507	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20377"	2022-04-29 12:00:00	NA	14.4808751085069	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26730"	2022-04-29 12:00:00	NA	14.7740277777778	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20378"	2022-04-29 13:00:00	NA	14.5094753689236	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26731"	2022-04-29 13:00:00	NA	14.7668777126736	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20379"	2022-04-29 14:00:00	NA	14.5213921440972	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26732"	2022-04-29 14:00:00	NA	14.7907112630208	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20380"	2022-04-29 15:00:00	NA	14.5476090494792	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26733"	2022-04-29 15:00:00	NA	14.7025271267361	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20381"	2022-04-29 16:00:00	NA	14.5762093098958	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26734"	2022-04-29 16:00:00	NA	14.5356922743056	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20382"	2022-04-29 17:00:00	NA	14.5905094401042	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26735"	2022-04-29 17:00:00	NA	14.5023253038195	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20383"	2022-04-29 18:00:00	NA	14.5881260850694	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26736"	2022-04-29 18:00:00	NA	14.5094753689236	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20384"	2022-04-29 19:00:00	NA	14.6119596354167	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26737"	2022-04-29 19:00:00	NA	14.5047086588542	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20385"	2022-04-29 20:00:00	NA	14.6238764105903	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26738"	2022-04-29 20:00:00	NA	14.4522748480903	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20386"	2022-04-29 21:00:00	NA	14.6357931857639	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26739"	2022-04-29 21:00:00	NA	14.4737250434028	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20387"	2022-04-29 22:00:00	NA	14.6453266059028	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26740"	2022-04-29 22:00:00	NA	14.4737250434028	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20388"	2022-04-29 23:00:00	NA	14.6477099609375	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26741"	2022-04-29 23:00:00	NA	14.5595258246528	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20389"	2022-04-30	NA	14.6620100911458	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26742"	2022-04-30	NA	14.6381765407986	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20390"	2022-04-30 01:00:00	NA	14.6524766710069	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26743"	2022-04-30 01:00:00	NA	14.6643934461806	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20391"	2022-04-30 02:00:00	NA	14.6620100911458	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26744"	2022-04-30 02:00:00	NA	14.6882269965278	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20392"	2022-04-30 03:00:00	NA	14.6739268663194	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26745"	2022-04-30 03:00:00	NA	14.7072938368055	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20393"	2022-04-30 04:00:00	NA	14.6643934461806	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26746"	2022-04-30 04:00:00	NA	14.7239773220486	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20394"	2022-04-30 05:00:00	NA	14.6667768012153	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26747"	2022-04-30 05:00:00	NA	14.7382774522569	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20395"	2022-04-30 06:00:00	NA	14.6667768012153	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26748"	2022-04-30 06:00:00	NA	14.7501942274305	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20396"	2022-04-30 07:00:00	NA	14.6548600260417	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26749"	2022-04-30 07:00:00	NA	14.7597276475694	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20397"	2022-04-30 08:00:00	NA	14.6620100911458	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26750"	2022-04-30 08:00:00	NA	14.7692610677083	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20398"	2022-04-30 09:00:00	NA	14.6548600260417	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26751"	2022-04-30 09:00:00	NA	14.7668777126736	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
"20399"	2022-04-30 10:00:00	NA	14.6500933159722	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	"NaN"
"26752"	2022-04-30 10:00:00	NA	14.781177842882	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	"NaN"
