DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               CavityPressure            CavityTemp                DasTemp                   EtalonTemp                WarmBoxTemp               species                   MPVPosition               OutletValve               solenoid_valves           N2O                       N2O_30s                   N2O_1min                  N2O_5min                  N2O_dry                   N2O_dry30s                N2O_dry1min               N2O_dry5min               CO2                       CO2_dry                   CH4                       CH4_dry                   H2O                       NH3                       ChemDetect                peak_1a                   peak_41                   peak_4                    peak15                    ch4_splinemax             nh3_conc_ave              
2022-05-03                00:11:02.164              122.00766395              2928.183935               123.00766395              1651536662.165            0                         963                       1.3999820833E+02          4.5000236511E+01          3.8750000000E+01          4.5093864441E+01          4.5004142761E+01          4.7000000000E+01          1.0000000000E+00          4.5140093821E+04          0.0000000000E+00          6.0048582115E-01          5.1664839141E-01          5.3095170263E-01          5.1784075919E-01          6.1408714500E-01          5.2836831386E-01          5.4300836422E-01          5.2955792990E-01          1.2891312290E+03          0.0000000000E+00          4.6488209818E+02          4.7251075099E+02          1.2706696211E+00          1.2124672003E+04          1.0000000000E+00          2.0328567149E+00          1.6932523371E+02          1.7505613304E+00          8.5889518291E+01          1.0114507474E+05          1.1937242124E+04          
2022-05-03                00:11:02.907              122.00767253              2928.184141               123.00767253              1651536662.907            0                         963                       1.3999820833E+02          4.5000236511E+01          3.8750000000E+01          4.5093864441E+01          4.5004142761E+01          4.7000000000E+01          1.0000000000E+00          4.5140093821E+04          0.0000000000E+00          5.9874788720E-01          5.1870087880E-01          5.3215462878E-01          5.1805439902E-01          6.1233942994E-01          5.3046759176E-01          5.4423887928E-01          5.2977645907E-01          1.2893780103E+03          0.0000000000E+00          4.6260908196E+02          4.7021707576E+02          1.2734142873E+00          1.2159409940E+04          1.0000000000E+00          2.0328567149E+00          1.6932523371E+02          1.7505613304E+00          8.5889518291E+01          1.0114507474E+05          1.1937242124E+04          
2022-05-03                00:11:03.466              122.00767900              2928.184296               123.00767900              1651536663.466            0                         963                       1.4000724876E+02          4.5000236511E+01          3.8750000000E+01          4.5093864441E+01          4.5004142761E+01          2.0000000000E+00          1.0000000000E+00          4.5141364673E+04          0.0000000000E+00          5.6571571181E-01          5.2009081587E-01          5.3257414232E-01          5.1818196699E-01          5.7857451715E-01          5.3189038726E-01          5.4466807475E-01          5.2990698722E-01          1.2695831675E+03          0.0000000000E+00          4.6089666184E+02          4.6848898619E+02          1.2754823187E+00          1.2185580119E+04          1.0000000000E+00          2.0328567149E+00          1.6932523371E+02          1.7505613304E+00          8.7202906050E+01          1.0114507474E+05          1.2185241052E+04          
2022-05-03                00:11:03.990              122.00768508              2928.184442               123.00768508              1651536663.991            0                         963                       1.4000709152E+02          4.5000236511E+01          3.8750000000E+01          4.5093864441E+01          4.5004142761E+01          4.6000000000E+01          1.0000000000E+00          4.5141975464E+04          0.0000000000E+00          5.3697184546E-01          5.2078636997E-01          5.3307590540E-01          5.1832913787E-01          5.4915923759E-01          5.3260240001E-01          5.4518195133E-01          5.3005751197E-01          1.2506682669E+03          0.0000000000E+00          4.5927247152E+02          4.6682921859E+02          1.2740168119E+00          1.2160462615E+04          1.0000000000E+00          2.0328567149E+00          1.6728441711E+02          1.7505613304E+00          8.7202906050E+01          1.0114507474E+05          1.2185241052E+04          
2022-05-03                00:11:04.986              122.00769660              2928.184718               123.00769660              1651536664.986            0                         963                       1.3999229671E+02          4.5000338926E+01          3.8779963680E+01          4.5093908333E+01          4.5004054977E+01          4.7000000000E+01          1.0000000000E+00          4.5139876882E+04          0.0000000000E+00          4.8249610135E-01          5.1971498177E-01          5.3317700562E-01          5.1823887833E-01          4.9341516491E-01          5.3150636684E-01          5.4528735402E-01          5.2996521387E-01          1.2148200256E+03          0.0000000000E+00          4.5619423915E+02          4.6368368051E+02          1.2712309288E+00          1.2112858971E+04          1.0000000000E+00          1.7862280882E+00          1.6728441711E+02          1.3141615186E+00          8.7202906050E+01          1.0114507474E+05          1.2185241052E+04          
2022-05-03                00:11:05.723              122.00770513              2928.184923               123.00770513              1651536665.723            0                         963                       1.3999229671E+02          4.5000338926E+01          3.8779963680E+01          4.5093908333E+01          4.5004054977E+01          4.7000000000E+01          1.0000000000E+00          4.5139876882E+04          0.0000000000E+00          4.8396559548E-01          5.1802383100E-01          5.3271222761E-01          5.1840125021E-01          4.9490005896E-01          5.2977571438E-01          5.4481252205E-01          5.3013115598E-01          1.2146102634E+03          0.0000000000E+00          4.5391418102E+02          4.6135391607E+02          1.2691676942E+00          1.2077599201E+04          1.0000000000E+00          1.7862280882E+00          1.6728441711E+02          1.3141615186E+00          8.7202906050E+01          1.0114507474E+05          1.2185241052E+04          
2022-05-03                00:11:06.441              122.00771345              2928.185123               123.00771345              1651536666.442            0                         963                       1.4000417134E+02          4.5000450134E+01          3.8812500000E+01          4.5093955994E+01          4.5003959656E+01          2.5000000000E+01          1.0000000000E+00          4.5141430873E+04          0.0000000000E+00          4.7988249217E-01          5.1625573974E-01          5.3194560646E-01          5.1874912482E-01          4.9070658880E-01          5.2796576155E-01          5.4402847448E-01          5.3048662877E-01          1.1951582718E+03          0.0000000000E+00          4.5168980959E+02          4.5908117311E+02          1.2671550832E+00          1.2043200537E+04          1.0000000000E+00          1.7862280882E+00          1.6728441711E+02          1.3141615186E+00          8.7202906050E+01          9.7561968754E+04          1.2185241052E+04          
2022-05-03                00:11:07.588              122.00772672              2928.185441               123.00772672              1651536667.589            0                         963                       1.4000417134E+02          4.5000450134E+01          3.8812500000E+01          4.5093955994E+01          4.5003959656E+01          4.7000000000E+01          1.0000000000E+00          4.5141430873E+04          0.0000000000E+00          4.7362592580E-01          5.1299143523E-01          5.3111741404E-01          5.1879098559E-01          4.8428184160E-01          5.2462407624E-01          5.4318089935E-01          5.3052918586E-01          1.1640525443E+03          0.0000000000E+00          4.5659187228E+02          4.6404524607E+02          1.2641121783E+00          1.1988330969E+04          1.0000000000E+00          1.7536093373E+00          1.6728441711E+02          1.1540849027E+00          8.7202906050E+01          9.7561968754E+04          1.2185241052E+04          
2022-05-03                00:11:08.332              122.00773534              2928.185648               123.00773534              1651536668.333            0                         963                       1.4000417134E+02          4.5000450134E+01          3.8812500000E+01          4.5093955994E+01          4.5003959656E+01          4.7000000000E+01          1.0000000000E+00          4.5141430873E+04          0.0000000000E+00          4.7527195372E-01          5.1204844819E-01          5.3015683918E-01          5.1875558198E-01          4.8594818070E-01          5.2365717885E-01          5.4219744742E-01          5.3049270822E-01          1.1637924560E+03          0.0000000000E+00          4.5977158855E+02          4.6726497855E+02          1.2621386816E+00          1.1952739955E+04          1.0000000000E+00          1.7536093373E+00          1.6728441711E+02          1.1540849027E+00          8.7202906050E+01          9.7561968754E+04          1.2185241052E+04          
2022-05-03                00:11:08.894              122.00774183              2928.185804               123.00774183              1651536668.894            0                         963                       1.3999992789E+02          4.5000450134E+01          3.8812500000E+01          4.5093955994E+01          4.5003959656E+01          2.0000000000E+00          1.0000000000E+00          4.5140980950E+04          0.0000000000E+00          4.8450630980E-01          5.0984110389E-01          5.2958620757E-01          5.1874338246E-01          4.9537835734E-01          5.2139542249E-01          5.4161220880E-01          5.3047995698E-01          1.1783926197E+03          0.0000000000E+00          4.6216919707E+02          4.6969265308E+02          1.2606507465E+00          1.1925903262E+04          1.0000000000E+00          1.7536093373E+00          1.6728441711E+02          1.1540849027E+00          8.6108742950E+01          9.7561968754E+04          1.1925564460E+04          
2022-05-03                00:11:09.424              122.00774797              2928.185951               123.00774797              1651536669.425            0                         963                       1.3999922037E+02          4.5000517527E+01          3.8812500000E+01          4.5093955994E+01          4.5004094442E+01          4.6000000000E+01          1.0000000000E+00          4.5140620117E+04          0.0000000000E+00          4.8995044240E-01          5.0775381902E-01          5.2863457468E-01          5.1872466879E-01          5.0096649190E-01          5.1925647494E-01          5.4063764961E-01          5.3046061434E-01          1.1927153806E+03          0.0000000000E+00          4.6446334790E+02          4.7203856230E+02          1.2630189510E+00          1.1977760117E+04          1.0000000000E+00          1.7536093373E+00          1.6538337356E+02          1.1540849027E+00          8.6108742950E+01          9.7561968754E+04          1.1925564460E+04          
2022-05-03                00:11:10.414              122.00775943              2928.186226               123.00775943              1651536670.415            0                         963                       1.3999902107E+02          4.5000572205E+01          3.8810078692E+01          4.5093955994E+01          4.5004203796E+01          4.7000000000E+01          1.0000000000E+00          4.5140744145E+04          0.0000000000E+00          5.0022660482E-01          5.0649776034E-01          5.2735044715E-01          5.1868800266E-01          5.1151207347E-01          5.1796820065E-01          5.3932287646E-01          5.3042304890E-01          1.2194186313E+03          0.0000000000E+00          4.6874037654E+02          4.7641031124E+02          1.2670830298E+00          1.2074442617E+04          1.0000000000E+00          1.8211949990E+00          1.6538337356E+02          1.4846970136E+00          8.6108742950E+01          9.7561968754E+04          1.1925564460E+04          
2022-05-03                00:11:11.164              122.00776810              2928.186434               123.00776810              1651536671.164            0                         963                       1.3999902107E+02          4.5000572205E+01          3.8810078692E+01          4.5093955994E+01          4.5004203796E+01          4.7000000000E+01          1.0000000000E+00          4.5140744145E+04          0.0000000000E+00          4.9732103154E-01          5.0603528375E-01          5.2647467295E-01          5.1864409326E-01          5.0856821718E-01          5.1749178509E-01          5.3842622176E-01          5.3037817911E-01          1.2198666608E+03          0.0000000000E+00          4.7197622967E+02          4.7971813466E+02          1.2701583943E+00          1.2147589169E+04          1.0000000000E+00          1.8211949990E+00          1.6538337356E+02          1.4846970136E+00          8.6108742950E+01          9.7561968754E+04          1.1925564460E+04          
2022-05-03                00:11:11.871              122.00777628              2928.186631               123.00777628              1651536671.871            0                         963                       1.4000365703E+02          4.5000572205E+01          3.8809757770E+01          4.5093955994E+01          4.5004203796E+01          2.5000000000E+01          1.0000000000E+00          4.5141153036E+04          0.0000000000E+00          5.5914463420E-01          5.0710070778E-01          5.2636162102E-01          5.1875960921E-01          5.7182867546E-01          5.1857833334E-01          5.3830989783E-01          5.3049646318E-01          1.2690800696E+03          0.0000000000E+00          4.7503063219E+02          4.8284071532E+02          1.2730617929E+00          1.2216634689E+04          1.0000000000E+00          1.8211949990E+00          1.6538337356E+02          1.4846970136E+00          8.6108742950E+01          1.0263458207E+05          1.1925564460E+04          
2022-05-03                00:11:13.023              122.00778963              2928.186951               123.00778963              1651536673.024            0                         963                       1.4000365703E+02          4.5000572205E+01          3.8809757770E+01          4.5093955994E+01          4.5004203796E+01          4.7000000000E+01          1.0000000000E+00          4.5141153036E+04          0.0000000000E+00          6.5966658493E-01          5.1063203747E-01          5.2753989603E-01          5.1916087342E-01          6.7469879722E-01          5.2218407315E-01          5.3951496398E-01          5.3090715348E-01          1.3494224260E+03          0.0000000000E+00          4.7055416501E+02          4.7831870356E+02          1.2776104152E+00          1.2329230205E+04          1.0000000000E+00          2.1712534996E+00          1.6538337356E+02          1.9117681781E+00          8.6108742950E+01          1.0263458207E+05          1.1925564460E+04          
2022-05-03                00:11:13.766              122.00779822              2928.187157               123.00779822              1651536673.766            0                         963                       1.4000365703E+02          4.5000572205E+01          3.8809757770E+01          4.5093955994E+01          4.5004203796E+01          4.7000000000E+01          1.0000000000E+00          4.5141153036E+04          0.0000000000E+00          6.5658120571E-01          5.1436446290E-01          5.2846210761E-01          5.1953813740E-01          6.7157764181E-01          5.2600077363E-01          5.4045845089E-01          5.3129331265E-01          1.3499199795E+03          0.0000000000E+00          4.6767338658E+02          4.7540833856E+02          1.2805382539E+00          1.2401689090E+04          1.0000000000E+00          2.1712534996E+00          1.6538337356E+02          1.9117681781E+00          8.6108742950E+01          1.0263458207E+05          1.1925564460E+04          
2022-05-03                00:11:14.319              122.00780462              2928.187311               123.00780462              1651536674.319            0                         963                       1.4000311039E+02          4.5000572205E+01          3.8812500000E+01          4.5093955994E+01          4.5004203796E+01          2.0000000000E+00          1.0000000000E+00          4.5141362653E+04          0.0000000000E+00          6.1648816083E-01          5.1691755535E-01          5.2853952308E-01          5.1978296069E-01          6.3058868759E-01          5.2861547148E-01          5.4053792985E-01          5.3154405854E-01          1.3234835454E+03          0.0000000000E+00          4.6552639186E+02          4.7323915243E+02          1.2827206410E+00          1.2455691090E+04          1.0000000000E+00          2.1712534996E+00          1.6538337356E+02          1.9117681781E+00          8.7890994027E+01          1.0263458207E+05          1.2455347915E+04          
2022-05-03                00:11:14.848              122.00781074              2928.187458               123.00781074              1651536674.848            0                         963                       1.3999090449E+02          4.5000607808E+01          3.8812500000E+01          4.5094000498E+01          4.5004248301E+01          4.6000000000E+01          1.0000000000E+00          4.5139542155E+04          0.0000000000E+00          5.8195580868E-01          5.1868325583E-01          5.2920722665E-01          5.1995223547E-01          5.9524167277E-01          5.3042060518E-01          5.4122172663E-01          5.3171744058E-01          1.2976108889E+03          0.0000000000E+00          4.6344387471E+02          4.7111026540E+02          1.2807673675E+00          1.2417781170E+04          1.0000000000E+00          2.1712534996E+00          1.7133930715E+02          1.9117681781E+00          8.7890994027E+01          1.0263458207E+05          1.2455347915E+04          
2022-05-03                00:11:15.829              122.00782211              2928.187731               123.00782211              1651536675.830            0                         963                       1.3999871837E+02          4.5000694275E+01          3.8812500000E+01          4.5094108582E+01          4.5004356384E+01          4.7000000000E+01          1.0000000000E+00          4.5141047017E+04          0.0000000000E+00          5.1768461499E-01          5.1889264016E-01          5.2740436535E-01          5.1993127990E-01          5.2946484351E-01          5.3063316088E-01          5.3937610016E-01          5.3169611858E-01          1.2495828993E+03          0.0000000000E+00          4.5957827157E+02          4.6716141696E+02          1.2775638233E+00          1.2347407473E+04          1.0000000000E+00          1.8746125314E+00          1.7133930715E+02          1.3192211356E+00          8.7890994027E+01          1.0263458207E+05          1.2455347915E+04          
